n,blue,red
3.890000000000000000e+02,2.887404057558123351e-05,7.568803772933251398e-05
3.900000000000000000e+02,2.870116797571752514e-05,7.518130926872806951e-05
3.910000000000000000e+02,2.870067403610292273e-05,7.459924585563811625e-05
3.920000000000000000e+02,2.861819968374117382e-05,7.432995005398495853e-05
3.930000000000000000e+02,2.852229547411136022e-05,7.383857659907257221e-05
3.940000000000000000e+02,2.830825101245876431e-05,7.376598064498715286e-05
3.950000000000000000e+02,2.824116271910484901e-05,7.300309987795167220e-05
3.960000000000000000e+02,2.794713010676962535e-05,7.292868060675337352e-05
3.970000000000000000e+02,2.794543794913511493e-05,7.266005573469536800e-05
3.980000000000000000e+02,2.781332290848028530e-05,7.199718290060218382e-05
3.990000000000000000e+02,2.770564210547749880e-05,7.195702766422896936e-05
4.000000000000000000e+02,2.758112835583605003e-05,7.126474095422999301e-05
4.010000000000000000e+02,2.741255730526590857e-05,7.120598768854911876e-05
4.020000000000000000e+02,2.734565536528592820e-05,7.062127441119794792e-05
4.030000000000000000e+02,2.719160130172415578e-05,7.043757256960200450e-05
4.040000000000000000e+02,2.702604314764866716e-05,7.016227917723346524e-05
4.050000000000000000e+02,2.688922815840750740e-05,6.971324469577265190e-05
4.060000000000000000e+02,2.680730618687511227e-05,6.938632784087692584e-05
4.070000000000000000e+02,2.680717752649885811e-05,6.882030600870648782e-05
4.080000000000000000e+02,2.650570060550616036e-05,6.869295345083022250e-05
4.090000000000000000e+02,2.645382933593002449e-05,6.842323033115004589e-05
4.100000000000000000e+02,2.639431707740133085e-05,6.777719753300138822e-05
4.110000000000000000e+02,2.630958629786899335e-05,6.764939777663655563e-05
4.120000000000000000e+02,2.589278958891477484e-05,6.764779339794563370e-05
4.130000000000000000e+02,2.580200061167286374e-05,6.712455206616923099e-05
4.140000000000000000e+02,2.571684240934970432e-05,6.674516263120595916e-05
4.150000000000000000e+02,2.562394775120676720e-05,6.645076195680906515e-05
4.160000000000000000e+02,2.555813193473781159e-05,6.608575965727951976e-05
4.170000000000000000e+02,2.554432186251136253e-05,6.563060386533755587e-05
4.180000000000000000e+02,2.550523045166608872e-05,6.548675486385396318e-05
4.190000000000000000e+02,2.518744323775015743e-05,6.509812655478073966e-05
4.200000000000000000e+02,2.508006279608485740e-05,6.486084282849068690e-05
4.210000000000000000e+02,2.506316321518571461e-05,6.464905799133270744e-05
4.220000000000000000e+02,2.491786574619489630e-05,6.420353223140031797e-05
4.230000000000000000e+02,2.486825560533174743e-05,6.396475989106773961e-05
4.240000000000000000e+02,2.481123493315608289e-05,6.362182536798646033e-05
4.250000000000000000e+02,2.466793095022203148e-05,6.330243415412749601e-05
4.260000000000000000e+02,2.462768532294796076e-05,6.305384669700635149e-05
4.270000000000000000e+02,2.453620730814912572e-05,6.274184027320161953e-05
4.280000000000000000e+02,2.450552991602663743e-05,6.228058591384357250e-05
4.290000000000000000e+02,2.443534149964442896e-05,6.223474454567121084e-05
4.300000000000000000e+02,2.430558288590916824e-05,6.187051252164600234e-05
4.310000000000000000e+02,2.424390602207966865e-05,6.146245096300213188e-05
4.320000000000000000e+02,2.413986368346146395e-05,6.135089015117550803e-05
4.330000000000000000e+02,2.408308505624585965e-05,6.091058781159262490e-05
4.340000000000000000e+02,2.394430284899385486e-05,6.068024887394881522e-05
4.350000000000000000e+02,2.385079769246187953e-05,6.053493934134019202e-05
4.360000000000000000e+02,2.365251812226881311e-05,6.017979110419053934e-05
4.370000000000000000e+02,2.364560429093223972e-05,5.984174958586870914e-05
4.380000000000000000e+02,2.361022462580241420e-05,5.965857325688181422e-05
4.390000000000000000e+02,2.344386385744427957e-05,5.916994669036670565e-05
4.400000000000000000e+02,2.334073192400152992e-05,5.907396892407953476e-05
4.410000000000000000e+02,2.330561172647468963e-05,5.903426989791250211e-05
4.420000000000000000e+02,2.294124047778525716e-05,5.858403620184448051e-05
4.430000000000000000e+02,2.292627339960811201e-05,5.826886828980648808e-05
4.440000000000000000e+02,2.283067827438508952e-05,5.810398831779488830e-05
4.450000000000000000e+02,2.272835079649690570e-05,5.779882873234379467e-05
4.460000000000000000e+02,2.270208980245637536e-05,5.750663572828690204e-05
4.470000000000000000e+02,2.267287381067609818e-05,5.713640034402511900e-05
4.480000000000000000e+02,2.251497323203947162e-05,5.702970132128488566e-05
4.490000000000000000e+02,2.249674797888229861e-05,5.679242126227732079e-05
4.500000000000000000e+02,2.240892017177925028e-05,5.638449777032410577e-05
4.510000000000000000e+02,2.236102940596730709e-05,5.629997440188120765e-05
4.520000000000000000e+02,2.216453112790551811e-05,5.600293809077684897e-05
4.530000000000000000e+02,2.215943872770585664e-05,5.561133693883003361e-05
4.540000000000000000e+02,2.212338023604563020e-05,5.559702339880695661e-05
4.550000000000000000e+02,2.182378171894657385e-05,5.530947139181958283e-05
4.560000000000000000e+02,2.179033627092769848e-05,5.495035584267706863e-05
4.570000000000000000e+02,2.170232148587904872e-05,5.470183169400220512e-05
4.580000000000000000e+02,2.165649848045734832e-05,5.467570869136585991e-05
4.590000000000000000e+02,2.134791038104004481e-05,5.432765296986255728e-05
4.600000000000000000e+02,2.133880630135098126e-05,5.398016108112114694e-05
4.610000000000000000e+02,2.122861503136042556e-05,5.391831353218363553e-05
4.620000000000000000e+02,2.115381152721704437e-05,5.362451011135515455e-05
4.630000000000000000e+02,2.113509956885957624e-05,5.344599365480814105e-05
4.640000000000000000e+02,2.099514852233566687e-05,5.316462317148926603e-05
4.650000000000000000e+02,2.078016693047320576e-05,5.297974128111614984e-05
4.660000000000000000e+02,2.075328752052739198e-05,5.268921551125545786e-05
4.670000000000000000e+02,2.071734237177674733e-05,5.243098061587366329e-05
4.680000000000000000e+02,2.067959720196481423e-05,5.215027855770339339e-05
4.690000000000000000e+02,2.048004920477473591e-05,5.209915971479650679e-05
4.700000000000000000e+02,2.043438723877618885e-05,5.183584933202529065e-05
4.710000000000000000e+02,2.038100593742681992e-05,5.144545531546247706e-05
4.720000000000000000e+02,2.031088072840173860e-05,5.139733302557349028e-05
4.730000000000000000e+02,2.014704622773959492e-05,5.116414735825012747e-05
4.740000000000000000e+02,2.011897775074752940e-05,5.103336671527120434e-05
4.750000000000000000e+02,1.982768182570959883e-05,5.071749336136730581e-05
4.760000000000000000e+02,1.981185639240512166e-05,5.033568062004367417e-05
4.770000000000000000e+02,1.960568976610907381e-05,5.032437598677097490e-05
4.780000000000000000e+02,1.941824925268117395e-05,5.029917048859196759e-05
4.790000000000000000e+02,1.939990067332593465e-05,4.984735346422665712e-05
4.800000000000000000e+02,1.936315250569508152e-05,4.971468672217291344e-05
4.810000000000000000e+02,1.911861665471159308e-05,4.960708340981350150e-05
4.820000000000000000e+02,1.908581812216650695e-05,4.928832611666922531e-05
4.830000000000000000e+02,1.906346167925661636e-05,4.905368621497161147e-05
4.840000000000000000e+02,1.898450360804824832e-05,4.885961046891278728e-05
4.850000000000000000e+02,1.898397272448788632e-05,4.872409857872385451e-05
4.860000000000000000e+02,1.889826778815078585e-05,4.846037587050448027e-05
4.870000000000000000e+02,1.889390544050448763e-05,4.825876097490666196e-05
4.880000000000000000e+02,1.888605147356217995e-05,4.791627302737637602e-05
4.890000000000000000e+02,1.877713465420089917e-05,4.786753469614346199e-05
4.900000000000000000e+02,1.877607963264413162e-05,4.773682512843197554e-05
4.910000000000000000e+02,1.861462081424918518e-05,4.741216924464351345e-05
4.920000000000000000e+02,1.849390851649982488e-05,4.722669161738845953e-05
4.930000000000000000e+02,1.836589326676473663e-05,4.713018063443666632e-05
4.940000000000000000e+02,1.826758825965980150e-05,4.700597260509228409e-05
4.950000000000000000e+02,1.802600020283299631e-05,4.671329380924442188e-05
4.960000000000000000e+02,1.802111705878731116e-05,4.643158300128865350e-05
4.970000000000000000e+02,1.784771153503957787e-05,4.642970060406570053e-05
4.980000000000000000e+02,1.777894272341764168e-05,4.622780245117302458e-05
4.990000000000000000e+02,1.768764512967005090e-05,4.591461784197084354e-05
5.000000000000000000e+02,1.754835172089858652e-05,4.577606068426121527e-05
5.010000000000000000e+02,1.753022198151731807e-05,4.572900316901655141e-05
5.020000000000000000e+02,1.734274069388668860e-05,4.551763789776078206e-05
5.030000000000000000e+02,1.729407737106885225e-05,4.524450588079843567e-05
5.040000000000000000e+02,1.727969490981260019e-05,4.500335907505293110e-05
5.050000000000000000e+02,1.723703284778607678e-05,4.499709296513934673e-05
5.060000000000000000e+02,1.711364239527129923e-05,4.470978690193503957e-05
5.070000000000000000e+02,1.711346181259423225e-05,4.455640874109159671e-05
5.080000000000000000e+02,1.701149593514712609e-05,4.435574909650824408e-05
5.090000000000000000e+02,1.700529114964672027e-05,4.419179671913298649e-05
5.100000000000000000e+02,1.690345367877398559e-05,4.401689690782378128e-05
5.110000000000000000e+02,1.689670602563108834e-05,4.385695726680723951e-05
5.120000000000000000e+02,1.682546451723008297e-05,4.366003940252264557e-05
5.130000000000000000e+02,1.679026647731359049e-05,4.349057067241021159e-05
5.140000000000000000e+02,1.677998046791733143e-05,4.327178157581377952e-05
5.150000000000000000e+02,1.665075966844528746e-05,4.316706840070008391e-05
5.160000000000000000e+02,1.664586908250918244e-05,4.299588554980521521e-05
5.170000000000000000e+02,1.661501018034629781e-05,4.267903778203143258e-05
5.180000000000000000e+02,1.659604543928005978e-05,4.254271684037675116e-05
5.190000000000000000e+02,1.639368407172143213e-05,4.251529637941515273e-05
5.200000000000000000e+02,1.634491851049663279e-05,4.241764055424297964e-05
5.210000000000000000e+02,1.614493547518059191e-05,4.206144378816295917e-05
5.220000000000000000e+02,1.565421644442472680e-05,4.201173169007217314e-05
5.230000000000000000e+02,1.561972008467966277e-05,4.185005594688513274e-05
5.240000000000000000e+02,1.560851920872577419e-05,4.175001465800866481e-05
5.250000000000000000e+02,1.524208311334447325e-05,4.165448253259811161e-05
5.260000000000000000e+02,1.519358710270478531e-05,4.134664050178791947e-05
5.270000000000000000e+02,1.504037250386723290e-05,4.118803628878966734e-05
5.280000000000000000e+02,1.474906530591007739e-05,4.113586211555466364e-05
5.290000000000000000e+02,1.460586010079371296e-05,4.102352252110468922e-05
5.300000000000000000e+02,1.449067968812072764e-05,4.083788898228627172e-05
5.310000000000000000e+02,1.431618714512231547e-05,4.075062873095746887e-05
5.320000000000000000e+02,1.430537483181659073e-05,4.042368945592092570e-05
5.330000000000000000e+02,1.423235737941553909e-05,4.037447833544333380e-05
5.340000000000000000e+02,1.408706029754968929e-05,4.029998057649985556e-05
5.350000000000000000e+02,1.408371472428594221e-05,4.008326127879551718e-05
5.360000000000000000e+02,1.404194398681908200e-05,3.987611939249650206e-05
5.370000000000000000e+02,1.402584363577942493e-05,3.970575523765947990e-05
5.380000000000000000e+02,1.400995990906813687e-05,3.953062203005837779e-05
5.390000000000000000e+02,1.396846761090989232e-05,3.949298281215042313e-05
5.400000000000000000e+02,1.387083775754047636e-05,3.930070007748531497e-05
5.410000000000000000e+02,1.383249599292232061e-05,3.912023467777724312e-05
5.420000000000000000e+02,1.382602378033652844e-05,3.896753151526365436e-05
5.430000000000000000e+02,1.380683390457641847e-05,3.885225048239549281e-05
5.440000000000000000e+02,1.370940919447506063e-05,3.869980130035305952e-05
5.450000000000000000e+02,1.369186176474879061e-05,3.855015897129040456e-05
5.460000000000000000e+02,1.366951894838157380e-05,3.838249673173962982e-05
5.470000000000000000e+02,1.361000207927714638e-05,3.816310805783949822e-05
5.480000000000000000e+02,1.350900097292528809e-05,3.814693165775595802e-05
5.490000000000000000e+02,1.329517963785149165e-05,3.810850462712884920e-05
5.500000000000000000e+02,1.323941834897778762e-05,3.786984555709653499e-05
5.510000000000000000e+02,1.320922340101717122e-05,3.772892240977332754e-05
5.520000000000000000e+02,1.316198959814727118e-05,3.758505465453534640e-05
5.530000000000000000e+02,1.306844775998526727e-05,3.739300587201659022e-05
5.540000000000000000e+02,1.289754654827089178e-05,3.728652616095806666e-05
5.550000000000000000e+02,1.283768979450981215e-05,3.723461961304996474e-05
5.560000000000000000e+02,1.268194859147262517e-05,3.710935692140094971e-05
5.570000000000000000e+02,1.260499597416875397e-05,3.691155788968915699e-05
5.580000000000000000e+02,1.254802586884234229e-05,3.673360694687041668e-05
5.590000000000000000e+02,1.243301948319120653e-05,3.659651038475181603e-05
5.600000000000000000e+02,1.227987348611954738e-05,3.658890000642920162e-05
5.610000000000000000e+02,1.210936822385363227e-05,3.649931159622531396e-05
5.620000000000000000e+02,1.209743726295296570e-05,3.625356399628051180e-05
5.630000000000000000e+02,1.208370896164303335e-05,3.612388151824662204e-05
5.640000000000000000e+02,1.209165050633980550e-05,3.595096635007093339e-05
5.650000000000000000e+02,1.201487880394438183e-05,3.586579316067082585e-05
5.660000000000000000e+02,1.200809361140886288e-05,3.583363477764868547e-05
5.670000000000000000e+02,1.173087700838795233e-05,3.561740755876848695e-05
5.680000000000000000e+02,1.173641379944498003e-05,3.551066788746410843e-05
5.690000000000000000e+02,1.166000943716288570e-05,3.533519510750433043e-05
5.700000000000000000e+02,1.153812674921361160e-05,3.521255829622665343e-05
5.710000000000000000e+02,1.138921871255168130e-05,3.515115557476828750e-05
5.720000000000000000e+02,1.121703564485164467e-05,3.509302806117093140e-05
5.730000000000000000e+02,1.103477772870805887e-05,3.487552236801312383e-05
5.740000000000000000e+02,1.105871801917430406e-05,3.474269331820299309e-05
5.750000000000000000e+02,1.102110056766942313e-05,3.463382837796227288e-05
5.760000000000000000e+02,1.103177913288738146e-05,3.451201513588717684e-05
5.770000000000000000e+02,1.103239367405488282e-05,3.449319574776530387e-05
5.780000000000000000e+02,1.050646067827201954e-05,3.428809842742134542e-05
5.790000000000000000e+02,1.051149538452566891e-05,3.416703219781692241e-05
5.800000000000000000e+02,1.044079330330513854e-05,3.413849436416333894e-05
5.810000000000000000e+02,1.029330241378146196e-05,3.390026594040381044e-05
5.820000000000000000e+02,1.014992280942560870e-05,3.389377746174528067e-05
5.830000000000000000e+02,1.012831907869417488e-05,3.370341931458509423e-05
5.840000000000000000e+02,1.013352037128163754e-05,3.357970557215817918e-05
5.850000000000000000e+02,1.011595218190646615e-05,3.349733744100367533e-05
5.860000000000000000e+02,9.885089932833027179e-06,3.342079317107669899e-05
5.870000000000000000e+02,9.745148948899125669e-06,3.324208473126022753e-05
5.880000000000000000e+02,9.648142509796652213e-06,3.311177212373060246e-05
5.890000000000000000e+02,9.591788680462721208e-06,3.301881730389826013e-05
5.900000000000000000e+02,9.457355526276246349e-06,3.300411802190062697e-05
5.910000000000000000e+02,9.435202632835873408e-06,3.279398865424834191e-05
5.920000000000000000e+02,9.410030601635420452e-06,3.267934257615459463e-05
5.930000000000000000e+02,9.382876623356259510e-06,3.256876007917718693e-05
5.940000000000000000e+02,9.331410868345838645e-06,3.245493308007424969e-05
5.950000000000000000e+02,9.232177422294172783e-06,3.234621103932685426e-05
5.960000000000000000e+02,9.231782257046204561e-06,3.223634304864549446e-05
5.970000000000000000e+02,9.225479827070782099e-06,3.215086499497547682e-05
5.980000000000000000e+02,9.127127585741941402e-06,3.202335694068133887e-05
5.990000000000000000e+02,9.086307891867878930e-06,3.191486097538530554e-05
6.000000000000000000e+02,9.073389926484478609e-06,3.178404029995824146e-05
